comments,label
주연아파트주차장에 지디라고 옷똑같이입고 여자분이네요.. 모하시는거죠?공항들어갈때 안에입은 티셔츠 색도 다르고요..저렇게까지 설정해서 모하는거에요?,offensive
갓스시두고 김치를.. 지디 실망이네..고마츠 나나에서 왜 슈퍼 다운그레이드 되노,hate
그냥 데이트하지~왜 저럴까? 연앤이라고 뭐 신비주의 그런건가? 정식 인정하면 팬들 떠나서 돈벌이 줄어들까봐? 걍~인정하고 연애하는게 속편하고 즐겁지 않을까?,offensive
정말 이래서 연예인들이 자살하는거 같다.연예인들도 똑같은 사람이다.아무리 국민들이 알권리가 있다해도 어느정도 선이 있다. 일반인들 옆에 hate4시간동안 누가 지켜보고 있으면 스트레스 받아서 바로 다 자살할걸?,offensive
나였으면 다 고소한다.. 무서워서 일상생활 불가능할듯 다 똑같은 사람인데 어딜가도 시선이 느껴지고 편한사람들을 만나도 행동거지 하나하나 조심해야하고... 극한직업 연예인~,offensive
저새킈 는 남자가 쿨하지못하게 매번 모르쇠로ㅉㅉ 스타면 스타답게 해라 어휴,hate
디스러브는 표절이지,offensive
연애 많이 많이 해서 행복하셈 응원함!!!,none
귀족들 연애에 배아파 죽겠는데 기사다보고 하는말 “관심없어”ㅋㅋㅋ 그럼 속좀 풀리냐?ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,offensive
깬다. . ㅋ,offensive
졷 ㅂ ㅅ들아 c급들 말고 월드스타 mc무현을 파보라고 헬조선에서만 이슈지 딴나라에선 관심을 안갖자나,hate
군지해라 뽕쟁아,hate
듣보가 남자 잘 물어서 톱스타 체험도 해보고 좋구만,hate
노 노 노란맛 궁금해 운지~,hate
소설 쓰는거 같애 ㅋㅋㅋㅋㅋㅋㅋㅋ 그래 사생팬짓거리 하니까 재밋디?? 아 진짜 연애설이고 나발이고 연예인들이 불쌍하다.. 야 사생활 존중 좀 해봐,hate
노잼,offensive
그게뭐? 그런거 캐고다니는게 더 이상해보이네...,offensive
ㅈㄴ무섭네 ㅋㅋㅋ,hate
저렇게 철저하게 했는데 알아낸 디패도 대단ㅋㅋㅋ 미혼남녀가 연애하는게 나쁜것도 아니고...여튼 행복하세요! 그나저나 예상하고 있어서 그런가 '와 대박!!!'이런 깜놀은 아닌ㅋㅋㅋㅋㅋ,offensive
열애설 나면 악플러들이 물어뜯으니까 인정을 안하지 여기도 봐라 여자가 급이낮네 어쩌네 자기 여자친구가 저런 악플에 시달리는데 인정하고 싶겠냐? ㅋㅋ,offensive
디스패치는 연예인 사귀는거 취재하듯이 임종석 UAE간거 잠복 취재해봐라.,hate
몰카수준아님? 범죄아냐?,offensive
지디가 키코말고 offensive년이상이나 간 여자가 이주연이네~ 역시 엄청 이쁘고 몸매도 예쁘고 성격도 좋아보이던데 그럴만한 여자다.,none
이주연씨 미즈하라키코랑 분위기가 비슷하네요 두분이서 이쁜사랑하셨음 좋겠네요,none
소지섭이랑 지디랑 엮이니까 아주 배아프고 눈꼴시려 죽겠지?ㅎㅋ 냅둬 니네랑 상관없는 일이잖아 ㅋ,offensive
기자에요 스토커예요?,offensive
연예인 집앞에서 스토커처럼 잠복해있다가 카메라로 도촬이나 하는게 기자냐 ? 남의 인생에 기생하는 기생충같은데,hate
"연애를해야 장가를가지,, 부모입장에서보니 이쁘녜!! 이쁜사랑들 하세요^^",none
개노잼이네디스패치 폐간해라씹퇴물아,hate
더큰거터뜨릴것ㅊ·럼하더니 고작얘네야?,offensive
사생활이다!!디스패치 이런것들 맘에 안듦!살짝은 여자가 연상이라는거지 시간이 지나면 음...알게 되겠지.....결말이 어떨찌는,offensive
퇴물 지디 퇴물 디패,hate
"연예인들 왜 디스패치를 명예훼손으로 신고안하지...,, 내가 연예인이면 디스패치 어떻게 해서라도 걸고 넘어질듯",offensive
잘어울려....이쁜사랑하고결혼하세요......,offensive
지디 좀 그만 건들여라 디패 노잼됐다,offensive
이번엔 좀 이쁜애 만나는구나. ^^,none
사생활침해..ㅋㅋㅋㅋ 소름,offensive
관심없고 노잼이라면서 굳이 들어와서 기사보고 댓글까지 남겨주네ㅎㅋ 그럼 쓰린속좀 풀리나봐?ㅎㅋ 그럼 지디가 이주연급이랑 사귀지 니네같은 ㅆㅎㅌㅊ나이 3none대랑 사귀냐?ㅎㅋ,hate
이번에 인정할듯.빅뱅이제 보내주자,none
아니 무슨 기사가 이번에도 인정안하나보자. 이런식임? 보복기사임?원한잇음?ㅋㅋㅋㅋㅋ 연예인이면 무조건인정해야하는거임? 그걸가지고 자기네 권력마냥 비아냥대고. 자기들이 몰래 남 뒷꽁무늬 쫒아 따라다니는걸 무슨 당연시하는건모지? 진짜연예인도 못할짓이다. 저렇게 숨기고싶어하는데...,offensive
팬으로서 지금까지 열애설난거중에 제일좋다!!!! 주연언니 넘 예쁘고 털털하고 좋아요 오빠 행복해야돼ㅠㅜㅠㅜㅠㅠㅠㅠㅠㅠ,none
니네가 사생이랑 다를게 뭐냐??냅둬라 좀...,offensive
별거 아닌거 같은애가 지디사귀니까 눈꼴시려 죽겠지?ㅎㅋ,offensive
이상한 사람들이네.... 매니저는 스케쥴 관리만 해주는 사람이 아니다. 연예인 전체적인 이미지관리도 다 신경써야지 . 지디 잘되야 매니저 월급도 올라가는거지... 월급 천 그냥 받냐? 이게 무슨 몸종드립이냐? 하여간...,offensive
그냥 여자가 아깝다~ 뭔가 안어울림~~그냥 지디는.. 돈은 많은데...여자가 옆에서 행복하지 않을듯한 느낌이~이주연정도면 더 성실한 사람 만날수 있울거 같은뎅~~ 쫌 의외임~암튼... 잘 만나시용~,offensive
지디 열애설이 문제가 아니라 얼굴이 더 문제인듯. 지디 귀엽던 얼굴에 뭘 한건지 ㅜ지난번 콘서트 홍보 영상인가 보고 완전 놀람.ㅜ빅뱅은 이제 안나오려나?넷이서 콘서트 하더만 넷이 할줄은 몰랐네.. 군대가기전 마지막 수익인가? ㅜ,offensive
대체 이번엔 정부에서 또 뭘 숨기려고 ㅉㅉ 작작해라,hate
차라리 일본 여자들이 낫네. 뭘 저런 여자를 사귀냐. 안 어울린다.,offensive
치라리 태연이라 사귀지,offensive
일부러 지들이 오버하는거지 노관심,offensive
파파라치 개무섭네 쟤네도 사생활이 있고 나이도 있는데 사귀던 말던 좀 냅둬,offensive
사람들 식상하다고 오버하면서 연예인들 욕하는거 봐 극혐,offensive
제발 냅두자.. 알리지 않을 권리도 저 사람들에게 있는건데 그걸 굳이 알아내려고,offensive
이들도 사람이다!!! 그냥 좀 냅둬라!!!! 숨막혀서 살겠니???!!!!,offensive
사생활 침해하는거아닌가..,offensive
지니는 눈이너무 낮은것같음 만나는 여자마다 뭐랄까 내가 이길것같은 느낌이 듦. 질투가 하나도 안나ㅋㅋ,offensive
GD 패셔니스타라며? 패션이 뭐 저리 거지같냐. 다리 짧은 것 봐. ㅋㅋ 그리고 저딴 시중 들려고 매니져하나. 매니져가 불쌍하다.,hate
한국여자들도 군대 좀 보내주세요...여자들은 장애인이 아닙니다...언제까지 한국남자들한테 빌붙어 살수없습니다...여자들도 주체적으로 국방의무를 이행할수있게 해주세요...Girls do not need a prince! Me Too,hate
지디 눈 별로안높네 그냥 시끄럽고 앵앵대는스타일좋아하는듯 .집에서 자고그담날나와서 제주도가서또3박4일ㅋㅋㅋ ㅋ 여자몸함부로굴리는거보소,hate
지디야 급떨어지게 이주연이뭐냐..최소아이유급은 만나야지,offensive
부정할 수 없는 사실은 너네들이 지금 평화롭게 살면서 전장군님 욕이나 하는 댓글질 할 수 있는것도 누가뭐라 그래도 박정희장군님과 전두환장군의 위대한 업적이 있었기 때문에 가능하다,hate
박정희대통령의 정신을 이어받아 범죄소탕과 경제발전 이룩한 위대하신 전두환장군님의 은덕을 몰라보고 날뛰었던 저당시 대학생들은 그저 북에 사주받고 데모한다고 보도블록깨고 쇠파이프들고 폭도시위한거 그거는 분명히 언젠가 미래에 깨어있을 후손들로 부터 다시 분명히 제대로 평가받을 날이 올 용서할 수 없는 범죄다,hate
offensivenone대.청소년이.보기엔좋치가.않아요,offensive
ㅋㅋㅋㅋㅋ 짐 쥬만지 이번에 개봉하는게 예매율 3위임 강철비 무려 5위로 떨어지고 offensive987 전부 않보니간 예매율 계속 내려감 ㅋㅋㅋㅋ 낼되면 쥬만지 한테도 개박살 날듯 ㄷㄷㄷㄷ,offensive
"한쪽으로만 편향된 역사왜곡의 영화들은 문제가 있음.. 드라마, 영화로 역사를 배우는 애들 때문에.. 지금 이 사단이 난 거임..",offensive
그래...이 따위 정권에 도달했다. 맘에 드냐? ㅂㅅㄷ,hate
"느그가 offensive987에 흡취해 있는동안,이 나라 대통령은 북한이랑 대화 할려고 발악을 하고 있다~영화 마이들 봐라~ㅋㅋ그래야 김정은 아가리 터지도록 돈을 쑤셔 넣어주지!!ㅋㅋ",hate
이게 그 택시에 이은 개빨갱이 영화인가 역사왜곡 지린?,hate
북괴의 치밀한 설계와 포섭으로 제스스로가 주사파와 종북이 되었던 당시의 대학생들은 대한민국의 붕괴가 목적으로 맨날 폭력과 데모를 일삼았던 철없던 대학생들에 의해서 나중에 막을내린 전두환정권과 역적 김재규의 총탄에 돌아가신 박정희정권이 계속 유지되었더라면 지금쯤 우리나라는 강력범죄자들도 줄고 엄청나게 발전했을텐데,hate
원래 대선용 기획 영화 아닌가? 다 이명박근혜 때문이어야 하는데 탄핵때문에 지금 개봉된거 같은데.. 정치적 계산에서 나온 영화,hate
영화에 세뇌되는 ㅈㅂㅅ들. 김일성 교시가 생각난다. 에효.,hate
현재 대한민국은 전두환 각하같은 강력한 지도자가 필요하다. 정치인들 밥그릇 눈치 싸움이나 하고. 국민들은 자기 살기에 바쁘고. 이런 시국에 강력한 리더가 등장해야한다. 민주주의는 진리가 아니다. 김정은이랑 비교하지마라. 김정은은 자기혼자 쳐먹는 놈이고 각하는 경제적 부흥을 누리시게 해주는 분이다.,hate
이런 역적 개돼지국민들을 위해서 박정희정군남과 전두환장군님이 고생하셨다니,hate
이제 이런 빨갱이 영화는 한계가 있지 ㅋㅋ 택시보고 뭐 이런 역사왜곡 접같은 영화가 다 있나 느낀거지,hate
캐스팅은 좋은데 데모한 이야기 영화로 왜 봐야하는지 모르겠음 솔직히 요즘이야 인터넷이랑 스마트폰으로도 의견 표출이 가능한데 저 당시에 자기 의견 표출할려고 대자보에 붓글씨 쓰고 전단 돌리고 길바닥에서 소리치는거 보면 너무 미개한것 같던데,offensive
극우가 ㅇ왜 불편하냐?지금위 456none대가 저때의 영웅이다..광주는 김대중이 문제고..진정한 민주화 운동이 6월 항쟁이다..,hate
하정우는 신과함께는 홍보안하고 이영화만 홍보하네....신과함께 제작진 화날듯..,none
택시운전사처럼이런 다큐가 천만가면 한국영화 발전에 도움안됨cg기술이 발전하는것도 아니고 외국인이 흥미롭게 볼수 있어 수익을 내는것도 아니고그냥 한놈 호주머니로 다 들어가서 개인재산 될뿐,offensive
나 보수인데 좌우를 떠나서 정치색 영화 서로 만들지 말자,none
전두환 각하가 얼마나 인간적인데. 이거 안알려진 뉴스인데 어떤 고등학생들이 각하의 업적과 인생을 존경한다고 청와대에 편지썼는데 전부 초대해서 진수성찬 대접하고 대입 혜택줬다 ㅋㅋㅋ 빨갱이들은 쳐맞을 짓 한거고,hate
"갈릴레이가 법정에 나오면서 한말이 "" 그래도 지구는 돈다 "" 라고와 함께 한 말이 있었다 "" 그래도 폭도는 폭도다 """,offensive
다른건 다 괜찮은데 친일 후손인 강읍읍때문에 흐름깨지더라... 연기하는게 진정성이 안느껴짐..,hate
오마이뉴스 홍보 애잔하다,offensive
좌빨들은 항상 선전 선동해서 우매한 대중들 지들편으로 만드는게 최종목표,hate
한남 영화,hate
응 좌파영화 충성충성^^7,hate
또 선동영화냐?,hate
국뽕에 억지감동영화일거라고 짐작함,offensive
이건 뭔 개소리냐 ㅋㅋㅋㅋ 지금 쥬만지가 예매율 3위로 올라왔다 강철비는 이미 5위로 밀려나고 offensive987 내일되면 쥬만지한테도 밀린다 ㅋㅋ 역주행이 아니라 두번 망하는거야 알고 기사 써라 ㅋㅋㅋ 너같으면 졸린 다큐를 돈내고 보냐 ㅋㅋㅋㅋㅋㅋㅋ,offensive
빨갱이새끼들 영화구먼 문죄인빨갱이새끼 정권잡으니 별에별 영화가 다 나오네 ㅈ같게,hate
현재 대한민국은 전두환 각하같은 강력한 지도자가 필요하다. 정치인들 밥그릇 눈치 싸움이나 하고. 국민들은 자기 살기에 바쁘고. 이런 시국에 강력한 리더가 등장해야한다. 민주주의는 진리가 아니다.,hate
이게 영화냐 다큐지,offensive
역사를 영화로 공부하는 미개한 국민들 영화한편보고 모든걸 다아는 것처럼 행동하지마라 역겹다,offensive
재미로보는 영화아닌건 물론 알겠습니다.대한민국국민이라면 봐야하는 영화다?.. 그것도 어느정도 인정할수있을것같아요 다큐로 봐야한다는것도 뭐 틀린말은 아닌것같습니다만.그래도 티비도아니고 스크린인데..영화적 재미는 있었어야하지않나..하는 아쉬움이..가깝게는 택시운전사처럼.. 좋은배우들이였지만.비중은. 역활을 담아내기엔 턱없이 적고.. 나오는사람은 정신없이 많고.. 좀 그랬어요.,none
"박정희, 전두환 대통령이 없었으면 느그는 아직도 정부미 배급표받고 줄서고있었어 멍청한 개돼지들아ㅋㅋㅋㅋㅋ 산업화를 거치고 나라가 부유해져야 민주화과정도 이룩할 수 있는건데 산업화 업적 자체도 부정하니까 극좌파들이 욕먹는거야 특히 전라도 준빨갱이들ㅋㅋㅋ",hate
소재고갈인가 역사에 숟가락 얹어서 돈쓸어가네. 무지한 놈들 상대로,offensive
좌좀들 역사세뇌시키려고 애쓴다 참.,hate
그렇게 재밌진 않더라,none
연평도포격도발 이나 천안함 사건도 영화로 나왔으면 좋겠다,none
영화흥행 얘기하면서 극우 얘기는 왜나오냐? 오마이야 당신이야 말로 언론 쓰레기네,hate
영화평 쓰면서 극우세력이 어쩌구 하면서 끌어들이는 기자의 정신세계가 신기하구먼,hate
도데체 전두환대통령이 뭘 잘못했는지 모르겠다,hate
폭도영화가 흥행하면 안되는데,hate
영화는좋은데 나오는 인물들이 너무많아서 보는내내 헷갈리고 정신없었음,none
문죄인 영화들만 존나게 나온다!!!!,hate
운동권들 신났네‥ offensive인당 열번씩 보기운동 ‥ 택시드라이버도 ‥ 하긴 인천상륙작전도 그랬지‥ 보고 따라 배우는 거지‥,hate
좌편향.......,offensive
문화와 정치는 별개라고 외치면서 영화를 정치화하는 영화인들 ㅋ 이중성 오지고요~~ 정치세력 이용해서 이슈화해서 지들 배나 불리는 아쿠마~~,offensive
무슨 역주행 ㅋㅋㅋㅋ 댓글 알바들 죄다 몰렸네 ㅋㅋㅋ 지금 오늘 관객수 반토막도 넘고 예매율 계속 하락중 ㅋㅋㅋㅋ 어덯게 이렇게 망하냐 ㅋㅋㅋ 하긴 다큐멘타리를 누가 돈주고 보냐 ㅋㅋㅋ,offensive
영화화는 달리 일반인의 삶이라는건 역전이 잘 일어나지 않죠. 하지만 최고의 사립대인 성균관대로의 입학은 그러한 부정성을 깨뜨려줄 수 있는 유일한 방법입니다.,none
ㅋㅋ 강철비만 똥망했노,offensive
크게 와닿지가 않았음 다된밥에 여진구뿌리기,offensive
연말 연시 부모님 애들과 보기 적당한 영화는 아무래도 신과함께임.,none
영화 보고왔는데 주인공 강동원인줄ㅋㅋ,none
ㅋㅋㅋㅋ개노잼 개좌빨영화진짜 만들꺼면 잘만들기라도하던가 정치색이이렇게짙은디 이걸재밌다고보냐 ㅋㅋㅋz,hate
당시 고문가해자 안유를 이 영화에서 미화하고 있다는 이유로 실존 피해자가 영화 보이콧한 것에 대해서는 아무 입장을 안 내놓고 있네,offensive
ㅋㅋㅋㅋ 아무리 억울해도 진실은 안변함 이때 대한민국 성장률은 기적과 같이 발전했다는거,offensive
"난 hatenone살임. 3none대 이모들은 「offensive987」 관람 했을텐데, 국민들 잘먹고 잘살게 해주고 정치인들 파벌 나눠서 밥그릇 싸움하는 꼬라지 안보여주면 한국은 전두환같은 강력한 리더가 필요하지. 물론 규율 확립을 위해 반동분자 세력들 처단하는 과정에서 약간의 피를 흘릴 수는 있지만 일시적인 현상이라고 생각함. 무엇보다 국민들 잘먹고 잘살게 해주고 외국 눈치 안보는 강력한 나라 만들어서 국위선양 시키면 되는거지. 안그렇습니까? 민주주의는 진리가 아니라고 생각합니다. 아줌마 아저씨들 잘 살아보려고 해도 정치인들이 개들이니 경제도 개판이고.",hate
"보수를 극우세력으로 몰아가다니~~ 그리고 한두번도 아니고 이젠 놀랍지도 않다. 새로운 세대들이 지난 세대가 했던 일들의 원인과 결과를 그런 편향된 시각으로만 보게 만드는 사람들이 있는 이상, 보수는 쉽게 사라지지 않는다. 설사 보수가 다 사라졌다 해도 우리의 후손들이 니들이 말하는 독재민주주의를 언제까지 좋게 보지는 않을거야. 그런데 민주열사 저분들을 폄하하는 것은 아니다~~",hate
솔직히 재미는 없더라,none
하정우 연기 맨날 똑같아........,offensive
지금 쥬만지가 예매율 3위에요..확인하고 기사 쓰나요? 강철비랑 offensive987 완전히 끝났어요 어덯게 이런 기사가 나오냐 ㅎㅎ,offensive
진심 재밌더냐? 친구랑 둘이보다 눈마주치고 나왔다.,offensive
명불허전 오마이ㅋㅋㅋㅋ 극우 까기ㅋㅋㅋ,hate
"안봐~ 니네 정권색 내는 영화드라마.. 그네색나는 태후도 안봤고, 재앙이색 나는 택시운전사 변호사 이딴것도 다 안봐. 거기다 친일파 후손까지 나오눈거... 안봐 다. 니들 정치권들 개입되는순간 문화 영역 똥되는거. 문화예술영역이 정치 비판이 아니라 정차색을 내고 앉았으니 ㅉㅉ",hate
소문난 잔치에 먹을것 없었숨미다아.,none
"이데올로기 허위의식으로 갑질, 포퓰리즘....! 루저에겐 정신승리, 좀 가진 넘들에겐 의식 허영! 지들만 옳고 지들만 똑똑하다고! 차암 쉽게 살아간다! ㅉㅉㅉㅉㅉㅉㅉㅉ! 이봐, 영화는 오락이고, 다 재미로 하는 거야. 이게 웬 의식지랄이냐? 세상 바뀌었다고 베라벨 쓰뤠기들이 난동을 부리는구나!",hate
진짜 정권에 따라 문화계도 너무 모 아니면 도다,offensive
머리 촌스럽게하고 민주화운동 주제면 개나소나 명작이래ㅋㅋㅋ 솔직히 씹노잼 감성팔이 영화인건 신과함께나 이거나 매한가지임,hate
전두환미카엘천사님ㅜㅜ 폭도들사살좀요,hate
손익 분기점 힘들어,none
유사언론.. 글이 너무 좀 편향되게 읽히긴 하네요,offensive
보고왔어요 근데극장이 넘더워 울다 등까지젖어나왔네요,none
암흑했던?니 기자 맞나?,offensive
역시 문덴싱의힘 대단하네...,hate
빨갱이영화를 hatenonenone만이나보다니,hate
응 피해자분도 보이콧하는 고증엉망 상업영화~,hate
이런데 한번 나오고 촛불 한번 들고 언론사 파업 지지한다고 쇼 한번 해주면 너도나도 개념배우,hate
쓰레기 유사언론 오마이뉴스답네 ㅋㅋㅋ 시민기자랜다 딱 봐도 나이 4none줄쯤 쳐먹은 좌빨운동권 586꼰대겠구만 ㅋㅋㅋ,hate
강동원 체류탄맞을때 뒷자리 여자들 울었음,none
한국영화도 좋지만 위대한 쇼맨이 젤 잼있던데ㅠㅠ,none
좀 이상한데..알바들인가 역사는 알아야하겠지만 솔직히 재미는 그냥 그렇다고 보면됨 ㅋ,offensive
천만가자 신과 함께 내려오연 무조건 역주 행 이다,none
기자가 미친거아니냐 극우가 반민주라는건 무슨 논리여.. 잘못된 선입관을 이분법적 사고로 전가시키네,hate
올해본 영화중 개인적 평가 (재미+구성력+연출력) 탑offensivenone-----기억의밤 >>싱글라이더>> 택시운전사 > 공조>> 신과 함께 > offensive987 > 강철비>불한당> 프리즌> 살인자기억법,none
역사를 영화로 배우나 ㅋ,offensive
김태리 때문에 안본다...,offensive
사회주의 언론이 홍보하네.. 니들 김일성 주체사상 주의자 놈들이 6.offensivenone 항쟁을 만든게 아니고 일반시민들이 들고 일어나 전두환이 항복한거라고.. 어린애들 세뇌시키지말고.. 그냥 둬라 문베충들 벌레들만 보면되잖아.. 촛불도 일반시민들이 만든거지.. 문주당놈들이 한거냐? 정치에 이용하지 말고 닥쳐라.. 난 중도다.,hate
입소문은무슨...스크린독점 지긋지긋하다,offensive
영화는 창의력을 기반으로 하는 예술인데 한국영화판은 죄다 자극적인 실화아니면 정치편향적인 영화뿐이야.. 완성도를 떠나서 이렇게나 창의력이 없나??,hate
오마이뉴스의 한쪽 편들기이군요 티나요~~,offensive
진짜 노잼 김윤석 연기만 볼만한,offensive
올해최고의 한국영화 아니고 최근3none년 최고의한국영화 진정영화마니아라면 닥치고 봐라,none
좌빨들 재밌게보세요!,hate
강참치는 좌좀들한테 이미지 세탁할려고 이 영화 출연한듯. 속내가 뻔히 보여,hate
그리고 우리는 직선제로 노태우를 뽑았다 ㅋㅋ,none
연기좋고 내용좋고,none
이영화 볼돈으로 신과함께 볼때 팝콘 사먹는게 개이득,offensive
응 노잼이야 아무 내용없음 돈아까움 현대사 모르는 사람도 있나,offensive
기자야 주진모가 왜 배후냐 검사장이지 드라마 보긴 보고 기사쓰냐,offensive
주진모가 hate명이더냐 내용쓸려면 좀 확인하고 써라 ~ 망했어 이번껀 ㅋ,offensive
작가가 약빨 떨어졌나 아님 연출이 병 신인가??,offensive
거르길 다행이다.,none
갠적으로 offensive 보다 hate 편이 백배잼남 연기자들 내공부터 몰입도 스토리 다 좋네요,none
시즌offensive보다 개노잼,offensive
"일후 젊은배우 주진모 ,명득은 나이든 배우 주진모에요 .이 드라마 일부러 동명이인의 배우를 써서 혼란가중 ㅋㅋ",none
아니무슨이런어처구니없는반전이~~더재미없게만드는거같네요~~ㅠㅠ,offensive
혹시 작가가 offensive편은 어디서배끼고 이제 hate편만드니까 뽀록나는거아녀어쩜이렇게 내용이 산으로가? 와오늘은 조폭두목이 불쌍해보이더라,offensive
