comments,label
솔직히 저는 시즌offensive 생각도안나든데....그냥 시즌원은 스토리도없고 그냥 자극적인소제로 마치 마블의 히어로물처럼 그냥 패고 잡고 패고 잡고 마지막에는 보스잡고 끝...자극적이면서 통쾌하긴하지만..저는 시즌hate가 좋네요...스토리도 묵직하고...뭣보다 현실적이고요..재미있게보고 있어요 ㅎㅎ,offensive
너무 내용이 쓰레기.. 그저 부정부패에 정의의 편이어야 할 무리들이 더 쓰레기고 없는것들은 그저 바닥을 바득바득 기어다니고 자극적인 장면에 눈살찌푸리고 사람목숨을 어디 굴러댕기는 돌맹이마냥 이리굴리고 저리굴리고.. 안봐 이제..,hate
솔직히 이게더 현실적,none
시즌offensive보다 나은작품 본적이 없엉,none
OCN 자체 드라마 고만좀해라 진짜 씹 같이 개유치 하고 재미도없구만 방영은 졸 라게 쳐 하네,hate
이거 더럽게 재미없다,offensive
주진모: 야! 주진모!! / 주진모: 네 선배님!! / 주진모: 잘 찍고있지? / 주진모: 네 선배님!! / 주진모: 그래 열심히 해라. / 주진모: 네 선배님!!,none
주진모가 offensive인hate역인거야??,none
이명득이 김유석이 박준혁이 주진모인데기사분이 바꿔쓰셨네요,none
내용이 대체 무슨 내용이냐. 처음 괜찮더니. 가관이다,offensive
"ㅡ,.ㅡ 드라마 개판이넴 언제는 잡아 넣어야 된다더니 주진모는 느닷없이 처죽여야 된다 이지랄 하고 그냥 스토리 개판으로 해놨넴",hate
주진모 동명hate인 ㅎㅎ 명득 첨알았네,none
성까지 좀 같이 써라,none
조영국은 죽나??,none
...주진모는 허일후 사장역으로 나오는데 뭔소리여?,none
글 발로 썻나?,offensive
크 더러운 친일파 매국노 피는 못속인다는 교훈까지 주는 띵작,hate
주진모가 둘이나 나와서 헷갈리네ㅋㅋ,none
재밌던데~ offensive편부터 존잼인데 댓글상태왜이럼? 아무리 망작이니 뭐니해도 지상파 유치뽕짝 드라마보단 낫다,none
명득이는 주진모가 아니라고 ..이양반 확인없이 올려대네 ..,none
주진모가 여자들한테는 안먹히는얼굴이라던데 맞나요?,none
난 재밌음 ㅋㅋ,none
기사제목 꼬라지하고는...주진모는 일후다.,none
폭력좀비 드라마 ㅎ,none
시즌offensive 피디가 아니니 내용이 개판 ㆍ노잼ㆍ어수선,offensive
기사쓸데 배우명부터 정확히 하시길,none
주진모같은얼굴 여자들은 별로안조아하죠?,none
난 진짜 잼있는데 폭력이 넘 심해~~~~짜증나,offensive
"아무리 드라마라도 어느정도 현실반영은 해야지. 검사가 무슨 호구도 아니고, 깡패들이 검사 건드리면 좃되는거 작가는 진짜 모르나? ㅋㅋㅋ",offensive
그나마 재밌게봤던 전편의 기억과 양익준땜에 본다...;,none
검사들이 건달들이랑 패싸움? 경찰기동대는 두엇다 뭐하냐 ㅎㅎ 맨날 피터지게 쌈질이야,offensive
주진모가 일인이역임?누가누구???,none
주인공 왜나오는거???박정훈도 어재 대본은 동공지진 아닌가?? 이해할수 없는 반전이야 박중훈이 그정도로 바보라고 그선배는 다아는거 같은데 한마디도 안한다고??,offensive
참 재미없어 안본다,offensive
offensive편이 너무 재밌었기에. hate편은. 볼 생각도 안했네요ㅡㅡ다행이라 생각합니다~~^^,offensive
무슨 스토리에 개연성이 이렇게 없냐 ㅋㅋㅋㅋ,offensive
아 완전재밌다 진짜 오씨엔 감사해라,none
정석원 너무 멋있다,none
이제 다시는 안본다 가 정답,offensive
참 짜증나는 드라마다초반보다 짜증나서 안본다나쁜녀석들이 아니라 멍청한 녀석들만 모아놓은 드라마 작가가 멍청한가? ㅋㅋ,hate
양익준 식상한 똥파리 연기 언제까지 할래? 나쁜놈들 캐릭터가 시즌offensive에 비해 너무 약하다,offensive
박중훈은 좀 여기드라마 캐스팅이 영 아닌듯,offensive
뭐야 댓글들? 진심으로 이렇게 속시원하고 빠른전개 드라마 진짜 오랫만인데. 에피소드중심인 나쁜녀석들 offensive 보다 훨씬 재밌구만. 카메라 흔들려서 눈좀 아픈거 빼고는 이드라마 흠잡을때 없는 명작임 지금나온 6편까지는,none
나쁜놈들 천지네 아주 offensive편보다 훨씬 잼있구만 offensive편 여주 발암연기 ㅋㅋㅋ생각나네,none
안보고 악플다는거봐라... 솔직히 요즘 방영하는 드라마중에서 제일 재밌는거같은데ㅋㅋㅋㅋ화유기는 못보겠더라,none
역시 offensive화부터 존나 재미없었음 ㅋㅋㅋㅋ,offensive
명덕이는 검사장이다고.ㅡ ㅡ,none
검사장이 왜 주진모냐? 기자넘아 정신 안차릴래?,offensive
제일 웃긴건 엘베앞에서 총들이밀고 아가리전할때 ㅋㅋㅋㅋ 무슨 모임하니?,offensive
너무재미없어서(시즌hate 핵노잼) 시즌offensive 다시보는중(핵잼),offensive
스토리도 짱짱하고 배우도 열일 하는 데 왤케 나쁜녀석들이 아니라 호구녀석들임??? 맨날 당해 무슨 하루라도 이겨본적이 없어 작가님 혹시 머 우리같은 서민들은 아무리 먼짓을 해도 돈 많은 재벌은 못이긴다는 걸 가르쳐 주고 싶어서 이렇게 쓰시는 거예요?? 너무 현실적이라 가슴이 비수를 꽂으시네 ㄷㄷ,offensive
정리하겠음. 기황후에 나온 주진모가 아니고 마의에 나온 주진모임~~,none
"주진모가 두명이다, 주진모offensive,hate 라고 하든지 올드/영 주진모 라고 하든지, 검사장, 김사장이라고 하든지 해야지, 뭔 개소리야",offensive
전형적인 한국식 드라마 임... 주인공은 약하고 맨날 당하게 해서 고구마 999999개 먹이고 종영직전에 사이다 offensive병 던져줌 ㅡㅡ,offensive
영화로 만들었으면 오히려 훨씬 나았을 듯,none
박중훈만 안나오면 재미 있을듯,offensive
명득이 왜 주진모입니까?똑바로 쓰세요!!!,offensive
시즌 offensive보다 잼씀?,none
이래라 저래라 시애미질하지말고 쳐보질말자 그냥보는사람도있어 그냥 스토리어케해달라하지말고 시청률떨어지면 알아서들 알겠지 여튼 오지랖들은 ㅉㅉ,offensive
무슨8none년대 홍콩영화 찍냐불빛 빨갛고참 가지가지 한다 얘네들글구 퍽함 패싸움 참 연출 작가 꼬라지하곤,offensive
"offensive편은 스릴있고, 잼나게봤는데, hate편은 스토리가 답답하고,넴 아쉽네요~",none
"드라마가 현실성을 가지려고 하니깐, 작가가 무리수를 두긴 했지만 이게 현실임...우린 보이는거만 믿고 믿기 싫은건 부정 하려고 하지...현 정치꾼들에 얘기 같아서 부담 되지만 좀 더 지켜보렵니다...나쁜녀석들이 정말 조폭이나 대기업 회장들일 필요는 없잖아요?! 결국엔 그 나쁜놈들 뒤에는 언제나 그앴듯 더 나쁜놈들이 정치꾼들 아니였던가요? 작가는 어쩌면 정말 나쁜건 권력이라는 ...",none
명득하고 일후하고 주진모 offensive인hate역이란겨도대체 몬 글인지,none
"이 정도면 재밌지ㅋㅋㅋ배우들 연기도 잘하고 반전도 있고 ㅋㅋㅋ티비 드라마가 다 이렇지 뭐ㅋㅋ시즌offensive보다 스토리는 훨씬 나~~~ 난 막장드라마, 뭐 되도않는 로멘스 이런거보다 훨씬 낫다",none
기사제목을 잘못 쓰신 듯?검사장이 꾸민 일인데 뜬금포 주진모(일후)가 꾸몄다고기사제목이 뜨니 안그래도 내용 복잡한뎅 더 헷갈리네요ㅡㅡ::::,none
주진모가 언제부터 검사장이 됬나요?,none
액션신 화면좀 흔들지마라,none
설명하려고 배우 본명 쓸 바에는 차라리 극중 직업 같은 걸로 쓰면 되지. 맨날 배우 본명 쓰니까 더 못 알아 먹음. 배우 본명 알리려고 일부러 노력하는 거?,none
6화인데 내용은 거의 offensive5화급인데...아마 또 반전?이 있을듯...,none
주진모 맞나?,none
기사 똑바로 써 기자색아,offensive
믿고 보는 박중훈!,none
이상하다~~왔다갔다한다 최소한 이름은 맟춰야하지 않나?,offensive
드라마가 너무무거워...마블리나왔을때보다 더하네..ㅜㅠ..,offensive
"비밀의 숲처럼 에피소드가 쌓이고 쌓이면서 이게 하나의 큰 모양이 딱 들어맞아야하는데 나쁜 녀석들은 아무 궁금증도 유발해내지 못함. 궁금한 일들->해결방법 개싸움, 궁금한 일들->해결방법, 개싸움 반복. 결국 기대도 없는 반전 한 번 주고 이걸로 또 개싸움 시작되겠지.",offensive
얼마나 한심한지 어서 끝내라,offensive
기자야....안타깝다. ..많이 바빴니?,offensive
"주진모는 허사장이자나,ㅂㅅ",hate
배우의 차이인듯 연기력이나 모든 면이 예전 마동석 김상중에 비해 많이 떨어지는것 같다,offensive
볼만하다 역시 박중훈 이네~~,none
offensive편이 백퍼,none
기자는 뭘보고 기사를 쓰시나?제발 기본적인 인물은 확인해야지요..,offensive
오타다똑바로써라,offensive
정신 좀 차리고 글 쓰세요,offensive
주진모가 배후?,none
어떤 주진모라는 얘기야???,none
먼가... 머지? 보고 있는데 답답함은...너무 기대했는가봅니다.5회차 보고 혹시나 했는데ㅋㅋ 6회차 중도 포기합니다..ㅋㅋ,offensive
여기서 주진모는 ㅡ '검사장'을 말함(박중훈의 상사),none
아 ㅅ!!ㅂ 제목 스포당했네 ㅡ ㅡ,hate
분명히 드라마 보고 기사도 읽었는데 너무 복잡해서 이해가 잘안되네 ㅋㅋㅋㅋ 나쁜녀석들 시즌offensive이랑 너무 차이나.. 그냥 제목 다른거로 하지.,none
너무 악당이 누군지 처음부터 밝히고 시작하니 사람들의 흥미를 못끄는듯...,none
"김새론 >>>> 김소현,김유정",none
지희는 코좀손보고와라,offensive
베드신찍냐,offensive
어짜피 셋다 채수빈 미모에 발림ㅋㅎ,offensive
내주의에 이름 비슷한 애들이왜이리 많아 비슷하게 짖지마라 헷갈린다 누구좋으라고 그카고 내한테 자기얘 봐달란 의도도 하지마라 짜증난다 시댁친정구미면 그집에 맡기면되겠구만 자꾸애봐달라고.. 아니 울딸 공부방보내는거에 뭐 보태준거있나 왜 짜증이라... 지애봐달라고 일부러 안챙기지마라 내가너희보모냐.. 지얘는지가봐야지. 에덴에 연선이집애들도 지동생저희가 챙겨야지왜 우리시연이가 챙겨,offensive
얘네가 아무리연기잘해도 최우수배우상은 수지,none
나랑 결혼하자!!! 참고로 난 올해 4none이 되었음ㅋ,none
예쁜 배우만 기대됨? 기자 밉다. 서신애는 어디감?,offensive
김유정이랑 왕게임 하고싶다,none
농익었구나,offensive
느그들은 얼마나 긁어모아서 빌딩 세울려고 하니?,none
일베충들 메갈충들 사형시켜 친일쪽바리 를 근절하고 살기좋은 대한민국 만들자,hate
이제 얘들 성인이니까 마음 놓고 섹드립 쳐도 될까여? ㅇㅅㅇ;;,none
이제 오빠한테 시집오면 되겠네 ㅎ,none
김유정 빼고 김소현. 진지희는 크면서 역변...ㅋㅋㅋ,offensive
합법적으로 가능한 나이. 좋다,none
먹음직스럽게 잘 익었네,offensive
니들도 인생에서 가장 이쁠 시기는 끝났구나. 그래도 hatenone~hate3까지는 괜찮다. 실컷 즐겨라.,offensive
뭔가 함정이..?,none
드디어 유정이와 합법적으로!!!!,offensive
드디어합법,offensive
너무 과도한 연기자 빨아주기 식상해,offensive
김새론이 갑이지~,none
착하게 hatenone대를 보내기를 어려서부터 많은 인기에 거만함이 몸에 배어있을까 걱정이네..,none
김쏘오오오오오 이제 스물됐으니 오빠한테 시집와라~~~~사랑해~~,none
솔까 김새론은 몰라도 진지희는 낄 급이 아니지 않냐?,none
유정이는 이제 이미지 변신 좀 하자. 이젠 귀척할 나이 아니다,none
서신애는 98년생이지만.. 어쩌누 ㅠㅠ,none
미성년을 넘어 성인인 스무살이 되었다는 인생 최고의 선물을 받은걸 축하드립니다. 더불어 그 hatenone살을 더불어 가장 빛내줄 수 있는 외부적 선물은 최고의 사립대인 성균관대학교 합격이었을텐데 그걸 받아가지 못하신거는 좀 아쉽네요.,none
"손예진,김태희 hatenone살때는 지렸지 애네들은 그냥 일반인 수준",offensive
김소현 김유정 해품달 아역/성인 이미지로만보면 둘이 역할 바꾸는게 더 어울렸을듯! 연기는 김유정이 더 잘하지만 김소현이 동글동글한게 한가인이랑 닮았고 김유정이 김소현보다는 날렵하게생긴게 악역이랑 잘어울림,none
유정이 offensive진. 소현이가갑이지...빵꾸똥꾸는연기잘하고,none
셋다별루. 김새론이짱♡,none
유정이offensive등 소현이hate등 지희는 낄 급이달라서 탈락 ^^,offensive
드뎌 스물이다,none
서신애도 델꼬와 이쁜데,none
진지희 크니까 사나 닮은듯,none
이정도면 진지희 디스 아니냨ㅋㅋㅋㅋㅋㅋ아지매 데려다놨넼ㅋㅋㅋ,none
진지희는 같이낄 레벨이 아니자나!,none
솔까 김소현은 존예고 김유정은 분위기랑 비율이 깡패고 진지희는 빵꾸똥꾸,none
김유정은 봐줄만한데 나머지 두명은 못생김. 그리고 연기도 못하잖아; 애기들이니깐 연기자라고 봐줬지 그만 나와라,offensive
합법적으로 담배필수있겠군,none
"김유정 개그맨 심진화 닮았음.어제 시상식에 나온거 보다가 옆으로 살짝 얼굴 돌리는데 심진화 보여서 깜놀ㅋ며칠전 심진화 기사에서도 유정이 얼굴이 보인다싶었는데,유정이한테서도 심진화가 보일줄 몰랐네.",none
두 천사와 한 일반인이 있네,none
신신애만 불쌍 ㅠ,none
새론이는어디갔니,none
진.. 누구??,none
유정이하고 지희는 어릴적부터 주인공역을 많이해서 알겠는데 소현이는 해품달에서 유정이 괴롭히던 악역역활 말고는 기억이 없네 어쨌든 잘이쁘게들 컸네요,none
드라마 찍는게 무슨 카메라 한대들고 대본쓰는 작가 있으면 되는지아냐 ? 투자자들 모으려면 김소현 진지희가지고 안된다 김유정급은 되야 가능하지,none
진지희 소속사에서 낸 기사같네..어딜 김소현과 김유정에 비교하다니..ㅋㅋ,none
와우 !!드디어 ㅋㅋㅋ 이제 마음껏 상상 하겠어!!,none
김유정은 주연급 나머지는 서브 이유는 입체적으로 이쁘지않음,none
김유정 개 꼴보기 싫음,hate
99년 트로이카 김소현 김유정 진지희..셋은 조금 더 지켜봐야 함. 특히 기대되는 김유정.. 개인적으로 hatenonenonenone년생 아역배우들이 예쁘고 수수해 보이던데..김현수 김지민 정다빈 김새론~,none
김소현>>>>>>넘사벽>>>>>> 김유정 > 진지희 아님?,none
서신애는 언급도 없네,none
김소현 연기잘하는 꼬마.유정이는 연기잘하는 여자,none
진지희 김소희홧팅두사람앞날에꽃길만걸어세요,none
진지희는 코 수술해야할듯,offensive
연예인들 이름 똑같이 하지마라 헷갈린다. 똑같은 이름이 왜 그렇게 많은거냐 재수없는년 딸 생각나자나.. 지엄마 닮아서 못생기고 복없어보이지만...,offensive
진지희 정말 이쁘다 김유정이랑 비교가 안되네,none
좋아 이제 합법적으로 사귈수 있겠네,none
김소현 >>> 김유정 >>>>>>>> 진지희,none
몸매는 유정이가 압승,offensive
두번째가 오지네,none
우리 유정이가 갑이지........,none
어디 똥꾸빵꾸를 갖다 붙이냐?ㅋㅋㅋㅋ,offensive
유정아 살빼자 어제보니 팔뚝이 장난없더만,offensive
진지희 셋중에뭔가푼수같은느낌,none
미모순서대로 사진 올렸네.. 기자가 센스쩐다..,none
김유정 어제보니 수영이랑 닮았더라,none
김예림을 빼면 섭함!!,none
내친구가 스타일리스트인데 연예인에 인성찾는게 제일 바보같은짓이라더라 연예인은 그냥 연예인으로만 봐라 인성찾지 말고,none
김소현이 젤 낫다. 김유정이나 진지희는 쌍팔년도에나 먹힐 얼굴임,offensive
김유전은 일부러 살찌우나?ㅋㅋㅋ 한류배우 소현이 비주얼이 최고지,offensive
저 중에 김유정이 제일 이쁘다 김유정 흥래라 이쁜이,none
지희가 젤이쁘네안질리는얼굴이야,none
한명은 급이 많이 떨어지는뎁..,offensive
김유정 차렷~~,none
사진이 미모 순이네 김소현-김유정-진지희,none
좋은인상 가진 사람은 여잔 김유정 남잔 강다니엘이당ㅋㅋㅋ이쁘공 차카게 생겼엉 둘다 넘조앙 히힛,none
셋 중에 진지희가 젤 똑똑하고 맘씨예쁘고 연기잘한다고 생각.,none
여기 김유정 악플쓰는애들은 박사모로 취급해도 되지? ㅋㅋ 꼰대년넘들 새해부터 댓글알바질이고,hate
어제보니 남자인 박보검보다 김유정이 덩치가 더 크더만 살도 좀 빼야할것같고. 그리고 웬만하면 킬힐은 신지마라 키가 크지 않아서 킬힐 신는건 안다만 저번에도 넘어질뻔하고 신발만 벗겨진거 사진에서 봤는데 아슬아슬하더라,offensive
솔직히 남자가 봐서 김유정이 제일 이쁨,none
여자가 젤 이쁠때지..^^ hateoffensive살되면 더 이뻐지고 ㅎㅎ 안이뻤던 여자 애들도 이나이 되면 이뻐지던데~ 좋을 때다.^^,none
어제보니 김유정 살 쪘던데,offensive
성인된건 축하하는데 병신같은 한국나이는 그만쓰자... 나 그저께가 생일이었는데 바로 hate살먹음 ㅠㅠ 요즘 시험준비하는데 며칠차이로 뒤쳐지고 참 ...,offensive
"진지희는 일단 좀 내려놓고, 김소현이랑 김유정이 이쁜데 김유정은 분위기까지 있어서 김유정이 제일 최고인듯??",none
과즙미소,none
김유정이 몸매로 다이긴다,none
"정직하자, 김소현>>>>>>>넘사벽>>>>>>김유정>>>>>>>>진소희 아니냐?",none
유정이 미모 실화?? 얼마나 더 이뻐지려구♥♥,none
세명다 케릭터가 정말틀리네요~너무나 빛나구이쁜나이ㅠ 좋은작품들 많이찍어주세요~저는 지금은진지희양이젤좋아요~ 비주얼이젤약했는데 참 분위기있게커서요 ~ 백희가돌아왔다?보구 완전반했어요~~유정양이야... 말함입아프죠.. 세분중현재 원탑이죠 연기되지외모되지볼매지.. ㅎㅎ 정말좋은작품만나 김혜수씨처럼 대체불가여배우로성장하시길 진심진심(혜수씨능가하시겠죠!!)소현양... 외모가너무 청순.이쁨.이쁨. 연기도살짝부족하지만 외모가넘이뻐요ㅎㅎ 평생안고가셔야할숙제..? 배우가넘이쁜건축복이져~ 카리스마?본인무기를꼭만드시길,none
술한잔 같이해도 되겠네,none
김유정 가슴존나크더라,hate
김유정 진지희 사랑해,none
진지희 진짜 분위기있는듯ᆢ청순함,none
그래도 아직 다들 애기 같아서 hatenone대 중후반 넘어가는 역할은 무리임. 당분간은 어린 대학생 역할 까지만 가능할듯,none
몇년안에 김소현이 한국 최고 원탑 미녀 배우 된다. 장담한다,none
친일파면 어떠냐 나도 왠지 친일파였을듯 헤헷,none
한반도 역사상 최고의 지도자는 박정희 대통령이고 이건 전세계가 인정하는 사실임...그 뒤를 전두환이라고 해도 됨...이걸 자꾸 부정하고 왜곡하고 사실과 다르게 거짓정보 제공하는 언론계 문화계 예술계는 진짜 문제가 많음,hate
절라디언 생떼쓰는 영화.,hate
"친일파조상이 한 업적에 별얘기없이지나갔던것같은데, 옹호하듯..침묵 비슷하게..기사읽은 기억이",hate
좌빨영화..전라디언영화,hate
정치선동영화.전라디언영화.전라디언들은 반대표눌러주세욤,hate
영화는 그냥 허구적인거임...너무 사실과 달리 왜곡하고 과장됐다는거...김대중을 미화하는건 그냥 웃음만 나옴...노무현과 더불어 일 잘한 대통령이 아니기에...전두환은 역대 대통령중 가장 일 잘한 분중의 한분임..원탑은 박정희인건 전세계가 인정하는 것이고...이런 영화 만들어서 젊은세대들 한테 잘못된 역사관 심어주면 안됨...젊은세대들을 너무 선동하고있음,offensive
박정희 대통령이 대한민국에 끼친 업적이 만배는 더 많은데 왜 박정희 대통령 기념 사업회는 못하게 방해하냐,hate
작품성은 좋은데 영화 자체가 따분하고 졸림,offensive
박근혜정권이 서슬이퍼렇다고? 개도웃을일이다 8none년대사시는분들인가,offensive
우리 또만났나요?ㅋㅋㅋㅋㅋㅋㅋㅋ정들것네 ㅋ,none
근데 박근혜도 아니지만 문재앙은 더 아니다 ㅋㅋ 홍트럼프가 대통령 했어야되 ㅋㅋ,hate
누가알려줘 애가 진짜 친일파후손맞아?,offensive
전두환 대통령은 훌륭한 분임...전두환을 욕하는 인간들은 뭐다? 당연히 좌빨쓰레기들이지,hate
저런 좌파 재단이 친일파 후손을 옹호하니 과거사 정리가 안되는거다. 개돼지들아. 이한열 이름 팔지 말아라!! 부끄러운 줄 알아라!!,hate
그렇다고 이 영화를 봐야하는 이유가 뭔데.. 문베충 벌레들만 봐라.. 6.offensivenone은 일반시민들이 만든 것인데.. 왜 주사파 운동권이 만든것 처럼 미화하나? 정치적으로 홍보하는거 아닌가?,hate
민주화운동은 전라도에서만 주장하는 것임,hate
민족반역자의?,hate
강동원 친일 반민족 행위자의 후예!! 과거 조상이 친일짓 해서 백성들 등쳐먹고 그걸 기반으로 해서 강동원 집안이 잘 사는거인 듯,hate
친일업보는 잊지말자. 적폐 그 중심에 친일부역 매국이 있다!!!조선민족주의 만세 김구주석님을 민족의 아버지로!!,hate
친일 재산 환수하고 이런 얘기 하세요. 출연료 받아가며 일하는데 뭘 칭찬하는 건지,hate
하늘에서 흥선대원군이 노하고있겠군,hate
강동원이 이한열역을? 너무 배역과 나이차이 나는거 아닌가요? 실제본 분은 어땟나요?거의 hatenone년 어린역이 자연스러울까?,none
댓글들 ㅋㅋㅋ 친일파 손자라고 깔 땐 언제고 ㅋㅋㅋ 미친,offensive
"강동원은 진짜 사진 볼때마다 잘생긴지 모르겠다-,- 눈이 너무 퀭하다.. 흔히 말하는 동태눈? 돌출눈? 아무튼.. 아무래도 모델이니까 키가크니까 키빨이지.. 솔직히.. 잘생긴 얼굴은 놉",offensive
