comments,label
20~30대분들 질투 마니 나시나봐요누군 10대부터 지금까지 수십억 모아서 행복하게 사는데 본인은 한달벌고 한달탕진하는 인생이니까... 님들도 행복해져서 악플안쓰는 삶 살도록 기도할게요,1
30대 아지매들 댓글비율 보소 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ 악플달시간에 애나 보슈~,1
연기는 괜찮음...,0
너무 이뻐요~^^,0
이뻐졌음 ~~~,0
오미친 존예,0
이쁘구먼 여적여는 ㅠㅠ 이런얼굴 수십년째 살면서 못봤는뎅 ㅋㅋㅋㅋ,0
괜찮은데,0
디지털 익사이팅 애니콜~~!!!,0
배우니까 분위기는 체인지한 모양,0
그동안 윤아 땜에 못생긴 컨셉한 건가??? 되게 예뻐졌네 금새,0
사실 눈 코 입 따로 보면 다 괜찮고 모난 구석이 없는데 딱히 이뻐보이지는 않음 그래도 연기잘하고 매력있음,0
여배우는 여덕이 필요가 없다니까. 다 저부류있잖아 말안해도 알잖아. 남자들은 죄다 안이쁘다는데 동정심 발동하거나 동질감 생겨서 여자들이 이뻐요~ 하는부류 지금 머리속에 한 3명 떠오를거야. 오래가디? 결국 오래가는건 주소비층 남자들이 이쁘다고 하는 여배우만 살아남는다고. 그래야 광고주가 섭외를하고 감독도 계속찾고 수요가 계속 있으니까. 연예계는 선례가 몇백개라 매뉴얼이여. 이런애들은 그냥 빠순이와 소속사 자본빨로 잠깐 땡겨쓰는거라 그 지원 끊기는 순간 사라져. 이 예측시스템을”그분들 판독기”라 부르는거다. 3년후에 봐라 정확하니까,1
그래도 수영이 뭔가 매력있음 엠씨할 때 보면 센스도 있는거같고.. 엠씨볼때가 젤 이쁘더라,0
첨엔 별로였는데 볼수록 끼가 많은 사람 같다,0
더 이뻐진거 같다.sm에서 잘 나온것같다,0
우리 종현이가 죽었는데 아직도 이지랄을 하냐..,2
"깽상도년이 방송가에서 맴돌더니 물주 하나 잡았네,,, 역시 깽상도것답다,,, ㅋㅋㅋ",2
종현오빠 죽었는데 둘은 결국 결혼하네...ㅠㅠ,2
부럽네요. 나도 불과 한달전까진 허니문베이비를 꿈꿨는데 이제 다 부질없네요. 당연히 순결할거라 믿었고 그래서 첫날밤까지 기다려준건데 배신감만 듭니다. 첫날밤 와이프가 피를 안흘렸어요. 처가집식구들이 일부러 절 속였단 생각에 화도나고 신정에 처가집가기로 했는데 안간다고 했더니 혼자 울고 갔다와서 지금까지 한마디도 안해요. 이혼하고 싶네요,1
남친때문에 화가납니다. 전 36살 미모의 여교사 입니다. 남친이랑은 1년 만났고요. 남친은 32살 비정규직이고 3월에 식예정입니다. 남친이 부모님께 받은 3억으로 서울 근교에 20평대 아파트를 사서 시작하기로 했죠. 근데 어의없게도 저한테 예단비를 5천 해오라고 합니다. 제가 교사가 되고나서 방학때마다 여행다니고 명품 좀 사느라 모은 돈이 천만원밖에 없거든요. 사정 뻔히 알면서 무리한 요구를 하네요. 염치도 없이 비정규직으로 일하는 주제에 그리고 집도 겨우 20평대 해오는 주제에 저를 이렇게 푸대접할 수 있죠?이 결혼해야하나요?,1
"이준 태양 전준주 고병식이 유사점이 많네. 전북전주 고병식은 친딸 고준희 죽이고 웃으며 프라모델 올리고 가족여행하고 이웃에 딸생일 미역국 돌리고 경찰서에 ""딸 없으면 못산다"" 눈물쇼했고 오유 루리웹 회원, 5.18폭동을 민주화운동이라고 날조미화홍보, 민주노총 금속노조원, 홍어와 일본술 좋아하고 문재앙 핵대중 뇌물현을 지지했고 박근혜를 욕했다. 특수강간12범 전준주도 전남 강진 출신이고 낸시랭 이용해 장자연시체팔이 좌빨선동과 2조 사기를 쳤다. 이준 태양 2AM도 부모가 전라도이고 박근혜 탄핵 촛불집회하고 5.18폭동을 날조미화함",2
종현 죽은날 결혼발표 잊을수가없다,2
아이돌과 배우 거이 대부분 오래 못가...... 1~2년? 오래가바야?,1
진짜 임신한거같으네,1
요즘 첫날밤 개념이 없어 ㅡㅡ,1
노무현 대통령 돌아가신지 얼마나 됐다고 난리 났구만,1
오래못갈듯..,1
신혼여행안가는건좀아니다,1
너무 부럽네여 태양 돈두 엄청 많을텐데ㅠ 에휴... 남친도 그렇지만 남자들은 이상해.... 지들차에 쓰는 300은 아무렇지도 않게쓰면서 왜 백사주는 150은 아까워하나요?? 남자들에게 차가 자존심이듯이 여자들에게는 백이 자존심이라고요~~,2
태양 개부럽ㅋㅋ 키 개코딱지만한 건 안부러운데 민효린이랑 으흥~,0
얼마나가겠니,1
태양이불쌍 넘아깝속고잇는거임 민씨한테서 머 두리똑같으니까 하겟지..그래도 아깝,1
종현 죽은지 얼마나 됐다고 이런거 올리고십냐,1
결혼은 할수있고 군대는 뒤져도 못가겠지 그치?,1
피로연은 대마 파티,1
교회를 왜 가냐? 예수는 매춘부의 자식이다. 성경은 완전 사기다. 동정 마리아가 아니라 매춘 마리아. 마리아는 로마 병사들에게 마굿간에서 몸을 팔곤 했고 베드로도 마리아와 성관계를 수차례 가졌다. 어디 그뿐인가. 예수는 본인의 아버지를 모른다. 한 마디로 사생아 라고 할수 있다. 자신의 어두운 과거를 덮기 위해 사이비 광신교를 조직했는데 그게 바로 그리스도교다. 베드로에게 생선을 잡아 올리라고 한 구절이 성경에 있는데 그게 바로 일종의 조직 폭력배 입단 테스트 정도로 볼수 있다. 가톨릭이든 개신교든 교회 다니는 자들은 미친 사람들!,2
교회 존나 싫다. 예수 이 새끼도 아비도 모르는 사생아 자식인데 이런 놈을 구세주라고 떠받들다니 한심하다. 차라리 루시퍼가 낫다. 루시퍼는 멋있기라도 하지,2
일부 전라도좌빨에 의한 전라도권력의 국권찬탈 반란일뿐이지. 민주주의가 돨 수 없다. 일부 이적세력에 의한 정권찬탈이 촛불...민주주의 아님...특수학교입주 반대하는 이기주의가 만연한 부끄러운 얼굴이 없어져야 성숙된 민주주의를 얘기할수 있는거...촛불은 절대 민주주의의 상징이 될수없네요. 문슬람 광신도들 좋아하는 꼬라지보소ㅋㅋ 핵대중이 노벨 평화상을 국민 2백만명 학살하고 남북분단시킨 적군 공산독재권력에게 국민 몰래 정경유착으로 혈세 빼돌려바치고 간첩질해서 산거나 아베와 문재앙이 세계시민상 받은 거나,2
난 키 188인데ㅋㅋ 내가 압살,1
민효린이 아깝다.태양 못생김.,1
속도위반인가요?? 자식 키는 160 이하겠지,1
기사가 나온 이상 비공개가 아닌데;;;,1
예수쟁이 년놈들 극혐,2
땅다리커플 축하해~~ 그럼 2세도 땅다리인가?,1
효린이 씨스타 나오고 이뻐졌네..얼굴에 손댔나?,1
기독교나만개혐이냐?예수믿으세요~ㅇㅈㄹ,2
태양 돈이나 많치 남자로선 전혀 매력 없더만 ㅡㅡ,1
진짜 악플아닌데 혹시 조용히지내다가애기생기는거면 미리공개가 나은듯 너네커플은 진짜 거짓말은싫다,2
민효린의 진실을 알면.. 태양이 불쌍한거지 뭐,1
여자는 귀에 꽃을 꼽아야 한다는 이미지. 이런 사진 여혐아닌가요? 이거 저만 불편한가요? 민효린 혐자 재기해,2
교회 돈 많이 벌었겠네요ㅋ다들 벌써 결혼할 나이들이네요넘 일찍가는거 아닌지ㅋ태양과 결혼하니 땡 잡았네요ㅎ,0
하필 식장이 개독 ㅠㅠ,2
헤어졌다고 하지 않았나요 그런데 다시만나서 결혼 소식 전하는건가요,0
어쩌라고,0
민효린이 아깝다.,0
뽕쟁이가 교회라니 돈을 얼마나쳐발랏냐 이건 전국 기독교인들에 대한 모욕이다,2
개독이었어?,2
임신했나좌 이렇게 서두르는거 보면,1
헉.파라다이스가 협찬했구나.요즘 동남아 안가고 파라다이스에서 여가 즐기는 강남족들이 많다던데,2
교회나 성당에서 결혼하면 비용 엄청 저렴하겠네..,0
태양 결혼식때 비가 올까?,0
군대나가라,1
그럼 팬들은 못들어가나요 ? 가고싶은데,1
교회는열심히 다니구교회에서 결혼식하냐??,1
탑도 오나요??,0
빅뱅 노래가사는 성경 말씀에 위배되는 노랜데 감히 저런 아이가 교회에서 결혼을 해?,2
155도 결혼가능,0
태양 키 정도면 군대 면제아니냐,2
태양이 다니는교회목사는좋겠다십일조로 연봉 2억이상 확보했으니,2
태양 키 158 진짜인가... 지드래곤 실제키 168 정도라는데 지드래곤보다 10센치정도 작아보이긴하던데,0
교회를 왜 가냐? 예수는 매춘부의 자식이다. 성경은 완전 사기다. 동정 마리아가 아니라 매춘 마리아. 마리아는 로마 병사들에게 마굿간에서 몸을 팔곤 했고 베드로도 마리아와 성관계를 수차례 가졌다. 어디 그뿐인가. 예수는 본인의 아버지를 모른다. 한 마디로 사생아 라고 할수 있다. 자신의 어두운 과거를 덮기 위해 사이비 광신교를 조직했는데 그게 바로 그리스도교다. 베드로에게 생선을 잡아 올리라고 한 구절이 성경에 있는데 그게 바로 일종의 조직 폭력배 입단 테스트 정도로 볼수 있다. 가톨릭이든 개신교든 교회 다니는 자들은 미친 사람들!,2
"동영배는 마약살인그룹 빅뱅의 멤버다. 이 양아치는 난쟁이 똥자루 키가 콤플렉스라 커보이려고 딴따라예명을 거대한 '태양'이라고 지었다. 양아치똥자루 동영배가 숭배하는 사이비종교 구원파의 교주 이복칠(가명 이요한)은 전남 목포 출신 홍어다. 똥자루 태양은 전라도 구원파 신도답게 6.25북괴공산군의 잔당인 전라도가 북괴군부독재 지휘하에 대한민국 전복하고 북괴간첩 김대중을 권좌에 앉혀 한국민의 주권을 빼앗고자 한국민을 학살한 5.18종북폭동을 날조찬양했다. 구원파 JYP팬 전라도가 박수치는 이유는 전준주=태양, 낸시랭=민효린 포지션이기때문",2
있는 사람이 결혼식 더 저렴하게 한다. 김치들은 보고 배우자. 결혼생활하는데에만 돈쓸때가 한두군데가 아닌데.,1
민효린 생일 2일 전이네!!!!,0
근데 태양 군복무기간 동안 민효린 혼자 뭐함? 개처럼 2년동안 집지키나?,2
아 난 언제 민효린같은 여자 만나냐,1
속도위반,1
태양 키 몇임? 한 158되보이던데,1
전라도는 한국을 욕하는 지역감정을 가지고있다. 전라도는 항일신라에 응징당한 전방후원분cis-AB왜구노비후손이자 한국군에 응징당한 6.25중국공산군 잔당이라서 갖은 피해의식과 패권욕으로 한국에 적개심 품고 경상서울충청간에 이간질하는 지역감정을 하고있다. 박근혜를 모함해서 지지한 지역을 욕하고 전국지역분열시켜 한국패망시키고 홍어식민지화한다. 지역감정마라 타령이 전라도가 전국을 지역분열시키는 종북반란 지역감정이고 전라도 혐오는 전국이 지역화합하고 나라지키는 공동유대이다. 그러므로 한국이 전라도를 욕하는 건 민주화합의국민감정이다.,2
군대갓다와서 결혼하지 효린불씽타,0
진짜사랑이넹ㅋ 하긴 광고하고가면 카메라 다따라붙으니까 불시에 가겠지~민효린 인물이 아깝기하다ㅠ,0
키작남 ♡ 모델커플인가? 같은 키작남으로써 격하게 응원한다ㅠㅠ,0
"교회 오빠 동생이였구나... 어느 교회 인지 모르지만, 수입 짭짤하겠네... 목사 아들은 성금으로 술마시러가고 세금도 안내고, 좋은 그림이다.",0
이번 앨범 비참할 정도로 쫄딱 망한 이유가 노래는 민효린 헌정곡에 가사도 민효린을 위한거에 앨범표지는 민효린이랑 커플 대기화면 아무리 팬이라도 이런거 사고 싶겠냐 현재 댓글수 보면 알겠지만 결혼발표까지해서 대거 탈덕했을꺼다,0
난 개독이싫다 교회들봐라 샹그릴에 200억이상 건물에,2
민효린 양 나한테 태양 군대간사이의 나랑 즐겨요,0
관심없음!!,0
솔까 태양보단 내가낫지않냐 출구없는매력의 대명사가 바로 난데;; 민효린 눈이좀 낮네ㅎ,1
군대는 키작아서 면제인가?,1
군대 안가기만 해봐라.,1
축의금은 어려운곳에 기부할거 아니면 유난 떨지 마라 국민들 허탈감 든다,1
민효린 과거알고 결혼하는거겠지?,1
아들낳으면 키 어떡하냐,2
아직도 원시신화쟁이냐? 강조해서 기사내는 이유가 뭐꼬? 챙피한 줄도 모르고?,2
2월3일 내생일인뎈ㅋㅋㅋㅌㅋㅋ,0
태양 로또 맞았구나~부럽,0
요즘 순진한 남자들이 많아서 노파심에서 몇마디만 할게요. 결혼할만큼 이여자다 싶으면 꼭 산부인과 들러서 초산여부 순결여부 확인하세요. 간단히 자궁경부암 검사만 해도 다 알수있어요. 결혼하면 부딪히는게 한두가지가 아닌데 와이프에게 내가 첫남자라는 자부심은 평생갑니다. 남이 올라탔던 중고차 새차로 속아사지말길..,2
얘욕하는거 이준팬들이라던데 ㅋㅋ,1
니가 나말고 다른 여자 만나는게 기만이야!,1
팬들이 또라인가보네 그럼 연애안해? 결혼못하는거야? 니네가 팬하면 사생활도 없어야 되는거야? 완전 정신병자 집단이지 그게 무슨 팬이야,2
"앰블랙 팬카페 회원인데, 지오씨가 저희들을 직접적으로 기만했다는 얘기가 아닙니다. 적어도 저희들이 관심과 사랑을 받고 사는 입장이라면,열애사실을 공개적으로 밝히고 했어야 한다는거죠. 길게는 5년 이상인 팬들도 있는데 저희들은 그럼 뭔가요? 그냥 팬심만 이용하신겁니까? 이건 아니라고 봅니다. 암튼 다들 지오씨 활동에 대해 앞으로 부정적인 시선을 취할듯 한데, 당분간 자중하셔야 할듯해요. 그래도 4년간 팬으로서 말씀드립니다.",1
아랫분 중고딩 빠순이 나이가 어려보이나요? 유관순열사 사망 당시 나이가 16살이었음 중힉교 3학년,0
빠순이들 특징 자기가 빠져있는 연예인이 지랑 연애하는듯이 결혼하는듯이 큰 착각에 빠져있음 ㅇㅈ? 그러니 팬기만이니 뭐니 ㅈㄹ하지 연애하는게 팬 기만하는거냐?,2
하여튼 극성 빠순이뇬들이 문제지. ㅂ숸년들,2
팬=돈인데 돈을 기만하겠냐?,1
우리 강다넬은 연애 절대 금지,1
문재인씨 임종석씨 김대중씨 노무현씨 박지원씨 이자들은 대한민국의 종북매국노세력들입니다. 이자들은 박근혜대통령을 부당 선동탄핵시킨 종북좌파매국노이며 즉시 이자들을 구속 수사하십시오,2
뭐라 할 팬들이 있긴 있음? 앰블랙은 이준밖에 생각 안 나네 나머지는 들러리?,1
내가 쏟은시간 다 돌려내,1
엠블랙 지오 예전에 복면가왕 나와서 3곡불렀는데 진짜 지리더린...심사위원들 기립박수 확실히 가창력은 아이돌 탑급,0
연예인이 지들 남친인 줄 아나? 팬들 왜 저래,1
글 읽어보니까 참 못났다 못났어...너무 생각이 많은 사람인듯...;;;;;,1
결국 장문의개소리한거네. 요즘팬들이 지식수준높다.나름 사회경험도 니들보다 많고. 노래하고춤만추는 너네들이랑은 다르지. 결국얘도 문돼지과네.,1
기만했어도 전 당신의팬입니다. 앞으로자숙하시길 응원합니다~,0
"사적인 모든 부분들까지 서로 인정할 수 있어야 성립되는 관계가 아니라고 생각합니다...라고 하셨는데 그런 부분까지 인정하는 것이 진정 팬입니다. 팬들 무서워서 연애못하고 결혼 못하고 그러지마시고, 진정 당신의 행복을 빌어주는 팬들만 생각하세요.",0
괜찮아요 팬 없으셔서!^^,0
솔직하네 강한사람인듯 응원합니다!,0
무슨 기만이냐 .... 이성민 미만 잡이니까 지오씨는 행복하시길 ...,0
광적인 팬들 보면 노답임 진짜. 집착하는건 니네 집 개한테나 집착해. 뭔 연예인을 소유하려고 들어? 병원 좀 가봐라 제발,2
팬들 좀 소름돋는다 연애도 결혼도 하지 말라는건가? 왜? 무슨 이유로? 연예인이 장난감이냐?!그만 좀 정신 차리길...정신병임 그 정도면. 연예인과 현실연애중이신가?왜 연애랑 결혼하면 배신때렸다그러는거야 징그럽게,2
이게기만임,1
지들은 연애하면서 지들이 좋아하는 스타는 연애하지말라는 심보는 뭐야,1
비 통수 맞은 아이들...,1
유사연애충들 ㅉㅉ,1
니 나이에 무슨 팬이냐,1
지오가 누군지몰라서 연애하는지도 몰랐음 ㅠㅋㅋ행복하세요~!,0
아니 아이들아 알지도못하면 그냥 짜져있어 재대로 알고나 말하던지,1
쯧쯧 그자리에 니 힘으로 올라간것 같지...아니다 팬이 있었기 때문이야그게 그렇게 억울하면 그냥 한여자의 남자로만 살아,1
여잔 진심 누군지 이번에 첨 알았고 지오 팬이있긴하냐? 엠블랙 그리 인기있었던그룹도 아니었는데ㅋ?,1
팬이있어요?,1
행복이랜다ㅋㅋㅋㅋ 사랑꾼코스프레 자체가 팬 생각 안한 경솔한 행동인데ㅋㅋ 멍청해서 그런거임 진짜 똑똑하고 개념있으면 저렇게 구구절절 사랑하고 행복합니다~ 안하지 ㅋㅋㅋ 조용히 연애하고 본인 피드해준 팬들에 감사하면서 살아야지ㅋㅋㅋ 너가 어떻게 그 자리까지 갔는지 잊지 마라 ㅋㅋㅋ 적어도 팬들이 기분 나빴으면 팬 기만 맞는거야 ㅋㅋ,2
"팬들이 지오한테 화난 이유는 그동안 팬들이 열심히 음원사이트 별로 스트리밍 돌리고,음반 사고,굿즈 사고, 콘서트,뮤지컬 공연 보러 가고, 음악방송 응원하러 가기 등등 여러가지 활동을 오로지 엠.블.랙을 위해서 해서 엠블랙이 높은 위치에 서 있도록 하기위해 열심히 도와줬다고 생각합니다.그러나 지오는 자신이 원하는 위치에 서지 못했다는 이유로 지금 서있는 위치를 기만해서 팬들이 화가 난 것입니다.지오는 어제 공식카페에 팬들이 이미 알고 있는 사실을 정리해서 다시 올려준 것 뿐이지 사과를 하지 않아서 팬들의 화가 가라앉지 않은 것입니다",2
글 하나로 사람들이 왔다갔다하는구나 저렇게 써도 뭐가 진짠지 하나도 모르겠고 이해도 안가,1
기만할 팬도 없는거 같은데...,1
머여 빠수니 빠돌이들아니면 정상적인 일반인들은 알지도 못할 이 듣보들은 누구여..ㅡㅡ,1
어떻게 그럴수가 있냐 지코에 가려져 있다가 티비에서 설정땜에 띄워준걸로 인기얻자마자 자기 능력인마냥 바로 우릴배신하고..,1
니가 무슨 팬이 있냐..,1
엠블랙도 참 니들 스승 발톱 떼 만도 못한정도니 비도 포기했지,1
ㅋㅋ평생 혼자살줄알았냐?팬질도 어지간히들해라,1
야 너도 율희처럼 임신이냐?,1
관심도 없는거ㅋㅋ하던가말던가,1
난 잘모르겠는데 쟤들은 팬들애인인척하면서 돈뽑는 아이돌이기때문에 연애에 예민한거같은뎅 욕먹는이유모르겠지만 날 돈벌게하던이가 섭섭하다면 사과할일이맞긴하지 그간 돈쓰고시간쓰고한사람들 입장에서 섭섭하다는데 왜 평소관심도없던 사람들이 다들 한소리하지?,1
얘랑 성민이랑 팬들 기만하는게 수준급이네 뭐때문인지도 모르는거같네,1
사귀든지 말든지. 근데 있지도 않은 팬을 후려치네ㅋㅋㅋㅋ,1
멋지다 최고 힘내요..... ☝✌✊♨♨♨❌❌❌,0
얘는 뭔 연애한번 이렇게 요란하게 하냐.그만 설치시지?! 듣보잡 ㅋ,1
지오 가창력은 진짜 국보급,0
응꺼져,1
연예인에 그닥 관심은 없지만 어린애들이 진짜 본인 노래가 너무 좋아서 그렇게 따라다니는거라고 생각하시는건가..여러 이유가 있겠지만 아이돌이 그런건 아닌거같은데.,1
사진에 여자 예쁘다,0
하루에 10번 이상 눈 마주치면 이건 관심있다고 봐도 되는거냐?,0
시밯얘가뭔대기사자꾸써제끼날이런듣보잡녛놈들기사좀써제끼지마라,2
황구 해라 그런가 새해부터들 발정 나서 난리들이냐,1
지오 멋지다 남자다,0
앰블랙 콧털 팬이 있긴있냐??,1
누군지는 모르겠는데 연예인 연애한다고 지랄발광하는 빠순이들 보면 언쓰러움 ㅎ,1
나이가 몇인데 연애한다고 기만이니 망각이니 이딴 소리가 나와?? 무슨 연예인이 지들 종속이야 뭐야.. 냅둬 사생활에 왜 남들이 뭐라해..,1
엠블랙 한때 대단했지 회사가 그룹을 망친케이스 지오 인성 좋은듯 샤이니 종현 장례식때도 엠블랙 대표도 갔다왔다던데 종현하고 친했은듯,0
부인은 땡잡은사람이다 지오 예전부터도 느꼈지만 좋은사람 좋은남자다,0
미안한데 누군지 모르겠다 내가 늬들 연애사를 왜 네이버에서 봐야되는지도 모르겠고,0
팬이 있었구나;;,0
엠블랙 수염 아님? 얘가 팬이나 있냐,1
팬있어?? 몰랐어 ㅋㅋㅋㅋㅋ,1
웃긴게 그럼 연예인들은 팬들 기만 안할려면 연애도 결혼도 하면 안되냐,1
팬이 있나...?,1
근데왜 연예인들 소신글 보면 하나같이 같은문체에 나이가 몇살이던 글에서 아저씨가 냄새가나냐??? 도대체?? 공부도 제대로 못하고 연습생신분으로 십수년보내고 했는데 신기하게 맞춤법하나 틀리는일 없고 게다가 띄어쓰기까지 완벽... 누가 설명좀???,2
근데 팬이 있긴한가?,1
에로배우중에 지오라고 있었는데..까무잡잡한게 굉장히 섹시했던 기억이...,0
지오 멋있는듯 생각깊고 진정성있다,0
토닥토닥~설령 남탓을 했다해도 그땐 지오씨도 아직 어렸지않을까싶네요.다들 힘들땐 남탓도 하는법...이젠 모두 행복하길~*서로 응원해주는 대한민국이 되길 바래봅니다,0
여자이뿌긴하네 ㅋㅋㅋㅋ,0
연예인은 연애도 하지 말란거냐 여기에 기만이 왜나와ㅋㅋ,0
저런 여자랑 하면 작살나겠지?,0
최예슬이누군데..!?지오는또 누구라..엠블랙이 그리인기있었나ㅡㅡ둘이누군지도 몰랐는데ㅡㅡ,1
뢰임 폭격 한번 하겠습니다. 에요 지오피 가 바램이었던 지오다노 청바지를 입은 지오가 푸르지오 아파트에서 지오디 노랠 듣고 있네!,1
한국여자들도 군대 좀 보내주세요...여자들은 장애인이 아닙니다...언제까지 한국남자들한테 빌붙어 살수없습니다...여자들도 주체적으로 국방의무를 이행할수있게 해주세요...Girls do not need a prince! Me Too,2
어차피 누근지도모르는데 걱정안해도될거같은데?,0
엠블랙해체하지 않았나 연애도 못하냥 헐,0
ㅋㅋㅋ풉ㅋㅋㅋㅋㅋㅋㅋ조용히좀살아요,0
좋아하는 스타가 연애하면 탈덕?ㅋㅋㅋㅋㅋ그럼 지들이랑 연애할 줄 알았낰ㅋㅋㅋㅋ,1
댓글이없어..,1
그 팬 기만이라고 주장하는것들 분명 사생팬이겠지?,1
연예인은 평생 혼자 살아야 하는건가.....평소에 관심도 없던 사람들이 이제와서 팬이랍시고 욕하는거 이해안됨. 연예인이기 전에 저사람들도 남자고 여잔데 축하해주기 싫으면 가만히라도 있지,2
뭔 기만? 아니 본인들이 서로 좋아서 연애하고 결혼한다는데 그게 무슨 팬을 기만한거야? 극성이다 진짜 ㅡㅡ 좋아했다 뿐이지 팬과 연예이는 엄연히 남남이거든? 하여간 빠순이들이 문제야,2
170910 인스타에 요즘 행복하다고 글 올리고 거기다가 최예슬씨는 앙기모띠라고 댓글 다셨죠? 이게 팬 기만이지 뭐예요?,2
지들이 좋아서 돈써놓고 이제와서 사생활 간섭질 ㅋㅋㅋㅋ 결혼하면 팬 기만하는거라고 누가그래? 니들이 연예인이랑 결혼하려고 팬질하냐 주제도 모르는게 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,2
